,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-01-27,17:36:37.131,2.00,1.49,100.00,0.00,0.00,1198134618,0.00,-1,-1,1198134618,0.00,-1,-1,1198134885,0.00,-1,-1,1198134885,0.00,-1,-1,1198132066,0.00,-1,-1,1198132066,0.00,-1,-1,1198121462,0.00,-1,-1,1198121462,0.00,-1,-1,1197705442,100.00,-1,-1,1197705442,100.00,-1,-1,1197705282,100.00,-1,-1,1197705282,100.00,-1,-1,484372,29.56,29.62,45,247589,3.79,3.80,
2026-01-27,17:36:38.130,2.00,1.49,100.00,0.00,0.00,1196927886,0.00,-1,-1,1196927886,0.00,-1,-1,1196938578,0.00,-1,-1,1196938578,0.00,-1,-1,1196938563,0.00,-1,-1,1196938563,0.00,-1,-1,1196938575,0.00,-1,-1,1196938575,0.00,-1,-1,1196530365,100.00,-1,-1,1196530365,100.00,-1,-1,1196531582,100.00,-1,-1,1196531582,100.00,-1,-1,484212,29.55,29.61,45,246237,3.77,3.77,
2026-01-27,17:36:39.131,2.00,1.49,100.00,0.00,0.00,1198116765,0.00,-1,-1,1198116765,0.00,-1,-1,1198106214,0.00,-1,-1,1198106214,0.00,-1,-1,1198106313,0.00,-1,-1,1198106313,0.00,-1,-1,1198106742,0.00,-1,-1,1198106742,0.00,-1,-1,1197709146,100.00,-1,-1,1197709146,100.00,-1,-1,1197709504,100.00,-1,-1,1197709504,100.00,-1,-1,485029,29.60,29.66,45,247318,3.78,3.79,
2026-01-27,17:36:40.131,2.00,1.49,100.00,0.00,0.00,1197177981,0.00,-1,-1,1197177981,0.00,-1,-1,1197177762,0.00,-1,-1,1197177762,0.00,-1,-1,1197177771,0.00,-1,-1,1197177771,0.00,-1,-1,1197177694,0.00,-1,-1,1197177694,0.00,-1,-1,1196771927,100.00,-1,-1,1196771927,100.00,-1,-1,1196772987,100.00,-1,-1,1196772987,100.00,-1,-1,484757,29.59,29.65,45,249158,3.81,3.82,
2026-01-27,17:36:41.132,2.00,1.49,100.00,0.00,0.00,1198158777,0.00,-1,-1,1198158777,0.00,-1,-1,1198162515,0.00,-1,-1,1198162515,0.00,-1,-1,1198162620,0.00,-1,-1,1198162620,0.00,-1,-1,1198162133,0.00,-1,-1,1198162133,0.00,-1,-1,1197748254,100.00,-1,-1,1197748254,100.00,-1,-1,1197752843,100.00,-1,-1,1197752843,100.00,-1,-1,484905,29.60,29.66,46,249106,3.81,3.82,
2026-01-27,17:36:42.132,2.00,1.49,100.00,0.00,0.00,1197130137,0.00,-1,-1,1197130137,0.00,-1,-1,1197126441,0.00,-1,-1,1197126441,0.00,-1,-1,1197126380,0.00,-1,-1,1197126380,0.00,-1,-1,1197126588,0.00,-1,-1,1197126588,0.00,-1,-1,1196726046,100.00,-1,-1,1196726046,100.00,-1,-1,1196725869,100.00,-1,-1,1196725869,100.00,-1,-1,484515,29.57,29.63,45,248195,3.80,3.80,
2026-01-27,17:36:43.133,2.00,1.49,100.00,0.00,0.00,1198087764,0.00,-1,-1,1198087764,0.00,-1,-1,1198087788,0.00,-1,-1,1198087788,0.00,-1,-1,1198088077,0.00,-1,-1,1198088077,0.00,-1,-1,1198088031,0.00,-1,-1,1198088031,0.00,-1,-1,1197708194,100.00,-1,-1,1197708194,100.00,-1,-1,1197709800,100.00,-1,-1,1197709800,100.00,-1,-1,485727,29.65,29.71,45,248441,3.80,3.81,
2026-01-27,17:36:44.133,2.00,1.49,100.00,0.00,0.00,1196860145,0.00,-1,-1,1196860145,0.00,-1,-1,1196860056,0.00,-1,-1,1196860056,0.00,-1,-1,1196859755,0.00,-1,-1,1196859755,0.00,-1,-1,1196859789,0.00,-1,-1,1196859789,0.00,-1,-1,1196481258,100.00,-1,-1,1196481258,100.00,-1,-1,1196482571,100.00,-1,-1,1196482571,100.00,-1,-1,484876,29.59,29.65,45,247965,3.79,3.80,
2026-01-27,17:36:45.133,2.00,1.49,100.00,0.00,0.00,1196956171,0.00,-1,-1,1196956171,0.00,-1,-1,1196956881,0.00,-1,-1,1196956881,0.00,-1,-1,1196957305,0.00,-1,-1,1196957305,0.00,-1,-1,1196957602,0.00,-1,-1,1196957602,0.00,-1,-1,1196551214,100.00,-1,-1,1196551214,100.00,-1,-1,1196552875,100.00,-1,-1,1196552875,100.00,-1,-1,485559,29.64,29.73,45,249246,3.81,3.82,
2026-01-27,17:36:46.133,2.00,1.49,100.00,0.00,0.00,1197374544,0.00,-1,-1,1197374544,0.00,-1,-1,1197373893,0.00,-1,-1,1197373893,0.00,-1,-1,1197373572,0.00,-1,-1,1197373572,0.00,-1,-1,1197373545,0.00,-1,-1,1197373545,0.00,-1,-1,1196993750,100.00,-1,-1,1196993750,100.00,-1,-1,1196994791,100.00,-1,-1,1196994791,100.00,-1,-1,485125,29.61,29.67,45,252028,3.86,3.86,
2026-01-27,17:36:47.134,2.00,1.49,100.00,0.00,0.00,1198138823,0.00,-1,-1,1198138823,0.00,-1,-1,1198138691,0.00,-1,-1,1198138691,0.00,-1,-1,1198138752,0.00,-1,-1,1198138752,0.00,-1,-1,1198142720,0.00,-1,-1,1198142720,0.00,-1,-1,1197735121,100.00,-1,-1,1197735121,100.00,-1,-1,1197736723,100.00,-1,-1,1197736723,100.00,-1,-1,485402,29.63,29.69,45,248577,3.80,3.81,
2026-01-27,17:36:48.133,2.00,1.49,100.00,0.00,0.00,1196977440,0.00,-1,-1,1196977440,0.00,-1,-1,1196977992,0.00,-1,-1,1196977992,0.00,-1,-1,1196978156,0.00,-1,-1,1196978156,0.00,-1,-1,1196973873,0.00,-1,-1,1196973873,0.00,-1,-1,1196556699,100.00,-1,-1,1196556699,100.00,-1,-1,1196557935,100.00,-1,-1,1196557935,100.00,-1,-1,484519,29.57,29.63,45,247628,3.79,3.80,
2026-01-27,17:36:49.134,2.00,1.49,100.00,0.00,0.00,1198154317,0.00,-1,-1,1198154317,0.00,-1,-1,1198153266,0.00,-1,-1,1198153266,0.00,-1,-1,1198152904,0.00,-1,-1,1198152904,0.00,-1,-1,1198152787,0.00,-1,-1,1198152787,0.00,-1,-1,1197750841,100.00,-1,-1,1197750841,100.00,-1,-1,1197751992,100.00,-1,-1,1197751992,100.00,-1,-1,485728,29.65,29.71,44,249144,3.81,3.82,
2026-01-27,17:36:50.134,2.00,1.49,100.00,0.00,0.00,1196945301,0.00,-1,-1,1196945301,0.00,-1,-1,1196945599,0.00,-1,-1,1196945599,0.00,-1,-1,1196945592,0.00,-1,-1,1196945592,0.00,-1,-1,1196945648,0.00,-1,-1,1196945648,0.00,-1,-1,1196533563,100.00,-1,-1,1196533563,100.00,-1,-1,1196535090,100.00,-1,-1,1196535090,100.00,-1,-1,484965,29.60,29.66,44,248429,3.80,3.81,
2026-01-27,17:36:51.135,2.00,1.49,100.00,0.00,0.00,1198239281,0.00,-1,-1,1198239281,0.00,-1,-1,1198239630,0.00,-1,-1,1198239630,0.00,-1,-1,1198239939,0.00,-1,-1,1198239939,0.00,-1,-1,1198240306,0.00,-1,-1,1198240306,0.00,-1,-1,1197819991,100.00,-1,-1,1197819991,100.00,-1,-1,1197819980,100.00,-1,-1,1197819980,100.00,-1,-1,485349,29.62,29.68,44,247621,3.79,3.80,
2026-01-27,17:36:52.135,2.00,1.49,100.00,0.00,0.00,1196978023,0.00,-1,-1,1196978023,0.00,-1,-1,1196978280,0.00,-1,-1,1196978280,0.00,-1,-1,1196977797,0.00,-1,-1,1196977797,0.00,-1,-1,1196977301,0.00,-1,-1,1196977301,0.00,-1,-1,1196597949,100.00,-1,-1,1196597949,100.00,-1,-1,1196599332,100.00,-1,-1,1196599332,100.00,-1,-1,484776,29.59,29.65,45,245741,3.76,3.77,
2026-01-27,17:36:53.136,2.00,1.49,100.00,0.00,0.00,1198247856,0.00,-1,-1,1198247856,0.00,-1,-1,1198247403,0.00,-1,-1,1198247403,0.00,-1,-1,1198247496,0.00,-1,-1,1198247496,0.00,-1,-1,1198247560,0.00,-1,-1,1198247560,0.00,-1,-1,1197869535,100.00,-1,-1,1197869535,100.00,-1,-1,1197870954,100.00,-1,-1,1197870954,100.00,-1,-1,485494,29.63,29.69,45,247566,3.79,3.80,
2026-01-27,17:36:54.136,2.00,1.49,100.00,0.00,0.00,1197083943,0.00,-1,-1,1197083943,0.00,-1,-1,1197084302,0.00,-1,-1,1197084302,0.00,-1,-1,1197084411,0.00,-1,-1,1197084411,0.00,-1,-1,1197084686,0.00,-1,-1,1197084686,0.00,-1,-1,1196706681,100.00,-1,-1,1196706681,100.00,-1,-1,1196707967,100.00,-1,-1,1196707967,100.00,-1,-1,485860,29.65,29.71,44,249048,3.81,3.82,
2026-01-27,17:36:55.137,2.00,1.49,100.00,0.00,0.00,1198096890,0.00,-1,-1,1198096890,0.00,-1,-1,1198096855,0.00,-1,-1,1198096855,0.00,-1,-1,1198122873,0.00,-1,-1,1198122873,0.00,-1,-1,1198122724,0.00,-1,-1,1198122724,0.00,-1,-1,1197709350,100.00,-1,-1,1197709350,100.00,-1,-1,1197712582,100.00,-1,-1,1197712582,100.00,-1,-1,485953,29.66,29.72,45,247618,3.79,3.80,
2026-01-27,17:36:56.136,2.00,1.49,100.00,0.00,0.00,1197186975,0.00,-1,-1,1197186975,0.00,-1,-1,1197219857,0.00,-1,-1,1197219857,0.00,-1,-1,1197193965,0.00,-1,-1,1197193965,0.00,-1,-1,1197194045,0.00,-1,-1,1197194045,0.00,-1,-1,1196773835,100.00,-1,-1,1196773835,100.00,-1,-1,1196777244,100.00,-1,-1,1196777244,100.00,-1,-1,485328,29.62,29.68,45,245210,3.75,3.76,
2026-01-27,17:36:57.136,2.00,1.49,100.00,0.00,0.00,1196966415,0.00,-1,-1,1196966415,0.00,-1,-1,1196933140,0.00,-1,-1,1196933140,0.00,-1,-1,1196932824,0.00,-1,-1,1196932824,0.00,-1,-1,1196935266,0.00,-1,-1,1196935266,0.00,-1,-1,1196554390,100.00,-1,-1,1196554390,100.00,-1,-1,1196555576,100.00,-1,-1,1196555576,100.00,-1,-1,486087,29.67,29.76,44,246304,3.77,3.78,
2026-01-27,17:36:58.136,2.00,1.49,100.00,0.00,0.00,1197039743,0.00,-1,-1,1197039743,0.00,-1,-1,1197040293,0.00,-1,-1,1197040293,0.00,-1,-1,1197040470,0.00,-1,-1,1197040470,0.00,-1,-1,1197037941,0.00,-1,-1,1197037941,0.00,-1,-1,1196582525,100.00,-1,-1,1196582525,100.00,-1,-1,1196582542,100.00,-1,-1,1196582542,100.00,-1,-1,485309,29.62,29.68,45,246396,3.77,3.78,
