Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0,S0,S0,S0,S0,S0,S0,
2026-01-27,17:41:58.398,2.00,1.50,100.00,0.00,0.00,1196915112,0.00,-1,-1,1196915112,0.00,-1,-1,1196925752,0.00,-1,-1,1196925752,0.00,-1,-1,1196968364,0.00,-1,-1,1196968364,0.00,-1,-1,1196975326,0.00,-1,-1,1196975326,0.00,-1,-1,1196529714,100.00,-1,-1,1196529714,100.00,-1,-1,1196532505,100.00,-1,-1,1196532505,100.00,-1,-1,482147,29.43,29.49,46,244534,3.74,3.75,
2026-01-27,17:41:59.397,2.00,1.50,100.00,0.00,0.00,1197113084,0.00,-1,-1,1197113084,0.00,-1,-1,1197110530,0.00,-1,-1,1197110530,0.00,-1,-1,1197078441,0.00,-1,-1,1197078441,0.00,-1,-1,1197103182,0.00,-1,-1,1197103182,0.00,-1,-1,1196649639,100.00,-1,-1,1196649639,100.00,-1,-1,1196652955,100.00,-1,-1,1196652955,100.00,-1,-1,483583,29.52,29.60,46,244895,3.75,3.76,
2026-01-27,17:42:00.398,2.00,1.49,100.00,0.00,0.00,1196962912,0.00,-1,-1,1196962912,0.00,-1,-1,1196959058,0.00,-1,-1,1196959058,0.00,-1,-1,1196948827,0.00,-1,-1,1196948827,0.00,-1,-1,1196916945,0.00,-1,-1,1196916945,0.00,-1,-1,1196523348,100.00,-1,-1,1196523348,100.00,-1,-1,1196527632,100.00,-1,-1,1196527632,100.00,-1,-1,483353,29.50,29.56,46,244856,3.75,3.75,
2026-01-27,17:42:01.397,2.00,1.50,100.00,0.00,0.00,1197356675,0.00,-1,-1,1197356675,0.00,-1,-1,1197362032,0.00,-1,-1,1197362032,0.00,-1,-1,1197378816,0.00,-1,-1,1197378816,0.00,-1,-1,1197390132,0.00,-1,-1,1197390132,0.00,-1,-1,1196938568,100.00,-1,-1,1196938568,100.00,-1,-1,1196941612,100.00,-1,-1,1196941612,100.00,-1,-1,482540,29.45,29.51,46,244340,3.74,3.75,
2026-01-27,17:42:02.398,2.00,1.50,100.00,0.00,0.00,1198058592,0.00,-1,-1,1198058592,0.00,-1,-1,1198058687,0.00,-1,-1,1198058687,0.00,-1,-1,1198045151,0.00,-1,-1,1198045151,0.00,-1,-1,1198033640,0.00,-1,-1,1198033640,0.00,-1,-1,1197634836,100.00,-1,-1,1197634836,100.00,-1,-1,1197638337,100.00,-1,-1,1197638337,100.00,-1,-1,482499,29.45,29.51,46,244062,3.73,3.74,
2026-01-27,17:42:03.398,2.00,1.50,100.00,0.00,0.00,1197005167,0.00,-1,-1,1197005167,0.00,-1,-1,1196995663,0.00,-1,-1,1196995663,0.00,-1,-1,1196992092,0.00,-1,-1,1196992092,0.00,-1,-1,1196992351,0.00,-1,-1,1196992351,0.00,-1,-1,1196612145,100.00,-1,-1,1196612145,100.00,-1,-1,1196613586,100.00,-1,-1,1196613586,100.00,-1,-1,482529,29.45,29.51,45,249083,3.81,3.82,
2026-01-27,17:42:04.399,2.00,1.50,100.00,0.00,0.00,1198426259,0.00,-1,-1,1198426259,0.00,-1,-1,1198425665,0.00,-1,-1,1198425665,0.00,-1,-1,1198425871,0.00,-1,-1,1198425871,0.00,-1,-1,1198426122,0.00,-1,-1,1198426122,0.00,-1,-1,1198040151,100.00,-1,-1,1198040151,100.00,-1,-1,1198038235,100.00,-1,-1,1198038235,100.00,-1,-1,483857,29.53,29.59,46,247489,3.79,3.79,
2026-01-27,17:42:05.399,2.00,1.50,100.00,0.00,0.00,1196882715,0.00,-1,-1,1196882715,0.00,-1,-1,1196882863,0.00,-1,-1,1196882863,0.00,-1,-1,1196882987,0.00,-1,-1,1196882987,0.00,-1,-1,1196882610,0.00,-1,-1,1196882610,0.00,-1,-1,1196503290,100.00,-1,-1,1196503290,100.00,-1,-1,1196504556,100.00,-1,-1,1196504556,100.00,-1,-1,483328,29.50,29.56,46,245676,3.76,3.77,
2026-01-27,17:42:06.400,2.00,1.49,100.00,0.00,0.00,1198114186,0.00,-1,-1,1198114186,0.00,-1,-1,1198114253,0.00,-1,-1,1198114253,0.00,-1,-1,1198114146,0.00,-1,-1,1198114146,0.00,-1,-1,1198114455,0.00,-1,-1,1198114455,0.00,-1,-1,1197735958,100.00,-1,-1,1197735958,100.00,-1,-1,1197736988,100.00,-1,-1,1197736988,100.00,-1,-1,484135,29.55,29.61,45,244197,3.74,3.74,
2026-01-27,17:42:07.399,2.00,1.51,100.00,0.00,0.00,1196790024,0.00,-1,-1,1196790024,0.00,-1,-1,1196789542,0.00,-1,-1,1196789542,0.00,-1,-1,1196789209,0.00,-1,-1,1196789209,0.00,-1,-1,1196789264,0.00,-1,-1,1196789264,0.00,-1,-1,1196410067,100.00,-1,-1,1196410067,100.00,-1,-1,1196411283,100.00,-1,-1,1196411283,100.00,-1,-1,481775,29.41,29.49,46,247166,3.78,3.79,
2026-01-27,17:42:08.399,2.00,1.51,100.00,0.00,0.00,1197001133,0.00,-1,-1,1197001133,0.00,-1,-1,1197001689,0.00,-1,-1,1197001689,0.00,-1,-1,1197001808,0.00,-1,-1,1197001808,0.00,-1,-1,1197001543,0.00,-1,-1,1197001543,0.00,-1,-1,1196590767,100.00,-1,-1,1196590767,100.00,-1,-1,1196592026,100.00,-1,-1,1196592026,100.00,-1,-1,481647,29.40,29.46,46,245517,3.76,3.76,
2026-01-27,17:42:09.399,2.00,1.50,100.00,0.00,0.00,1196955837,0.00,-1,-1,1196955837,0.00,-1,-1,1196956104,0.00,-1,-1,1196956104,0.00,-1,-1,1196956153,0.00,-1,-1,1196956153,0.00,-1,-1,1196956644,0.00,-1,-1,1196956644,0.00,-1,-1,1196552575,100.00,-1,-1,1196552575,100.00,-1,-1,1196553780,100.00,-1,-1,1196553780,100.00,-1,-1,482042,29.42,29.51,46,241682,3.70,3.71,
2026-01-27,17:42:10.399,2.00,1.50,100.00,0.00,0.00,1197013956,0.00,-1,-1,1197013956,0.00,-1,-1,1197013476,0.00,-1,-1,1197013476,0.00,-1,-1,1197013416,0.00,-1,-1,1197013416,0.00,-1,-1,1197012942,0.00,-1,-1,1197012942,0.00,-1,-1,1196634662,100.00,-1,-1,1196634662,100.00,-1,-1,1196635732,100.00,-1,-1,1196635732,100.00,-1,-1,483669,29.52,29.58,45,244774,3.75,3.75,
2026-01-27,17:42:11.399,2.00,1.49,100.00,0.00,0.00,1197068809,0.00,-1,-1,1197068809,0.00,-1,-1,1197069374,0.00,-1,-1,1197069374,0.00,-1,-1,1197069380,0.00,-1,-1,1197069380,0.00,-1,-1,1197069311,0.00,-1,-1,1197069311,0.00,-1,-1,1196690406,100.00,-1,-1,1196690406,100.00,-1,-1,1196691734,100.00,-1,-1,1196691734,100.00,-1,-1,483073,29.48,29.57,45,244916,3.75,3.76,
2026-01-27,17:42:12.399,2.00,1.50,100.00,0.00,0.00,1196890119,0.00,-1,-1,1196890119,0.00,-1,-1,1196889580,0.00,-1,-1,1196889580,0.00,-1,-1,1196889547,0.00,-1,-1,1196889547,0.00,-1,-1,1196889505,0.00,-1,-1,1196889505,0.00,-1,-1,1196511000,100.00,-1,-1,1196511000,100.00,-1,-1,1196512242,100.00,-1,-1,1196512242,100.00,-1,-1,482701,29.46,29.52,45,247099,3.78,3.79,
2026-01-27,17:42:13.399,2.00,1.49,100.00,0.00,0.00,1197129197,0.00,-1,-1,1197129197,0.00,-1,-1,1197129804,0.00,-1,-1,1197129804,0.00,-1,-1,1197130091,0.00,-1,-1,1197130091,0.00,-1,-1,1197132521,0.00,-1,-1,1197132521,0.00,-1,-1,1196750293,100.00,-1,-1,1196750293,100.00,-1,-1,1196751469,100.00,-1,-1,1196751469,100.00,-1,-1,483480,29.51,29.60,45,248887,3.81,3.82,
2026-01-27,17:42:14.399,2.00,1.49,100.00,0.00,0.00,1197040399,0.00,-1,-1,1197040399,0.00,-1,-1,1197039584,0.00,-1,-1,1197039584,0.00,-1,-1,1197039727,0.00,-1,-1,1197039727,0.00,-1,-1,1197037201,0.00,-1,-1,1197037201,0.00,-1,-1,1196614039,100.00,-1,-1,1196614039,100.00,-1,-1,1196615399,100.00,-1,-1,1196615399,100.00,-1,-1,483578,29.52,29.57,45,248686,3.80,3.81,
2026-01-27,17:42:15.398,2.00,1.50,100.00,0.00,0.00,1196971704,0.00,-1,-1,1196971704,0.00,-1,-1,1196972184,0.00,-1,-1,1196972184,0.00,-1,-1,1196971662,0.00,-1,-1,1196971662,0.00,-1,-1,1196994731,0.00,-1,-1,1196994731,0.00,-1,-1,1196593614,100.00,-1,-1,1196593614,100.00,-1,-1,1196594770,100.00,-1,-1,1196594770,100.00,-1,-1,482123,29.43,29.51,45,246122,3.77,3.78,
2026-01-27,17:42:16.398,2.00,1.49,100.00,0.00,0.00,1197047564,0.00,-1,-1,1197047564,0.00,-1,-1,1197054867,0.00,-1,-1,1197054867,0.00,-1,-1,1197062880,0.00,-1,-1,1197062880,0.00,-1,-1,1197050128,0.00,-1,-1,1197050128,0.00,-1,-1,1196636303,100.00,-1,-1,1196636303,100.00,-1,-1,1196639565,100.00,-1,-1,1196639565,100.00,-1,-1,482327,29.44,29.50,46,247489,3.79,3.79,
2026-01-27,17:42:17.398,2.00,1.49,100.00,0.00,0.00,1197165520,0.00,-1,-1,1197165520,0.00,-1,-1,1197158221,0.00,-1,-1,1197158221,0.00,-1,-1,1197150282,0.00,-1,-1,1197150282,0.00,-1,-1,1197139980,0.00,-1,-1,1197139980,0.00,-1,-1,1196711072,100.00,-1,-1,1196711072,100.00,-1,-1,1196710371,100.00,-1,-1,1196710371,100.00,-1,-1,483159,29.49,29.55,45,247535,3.79,3.79,
2026-01-27,17:42:18.399,2.00,1.50,100.00,0.00,0.00,1198213640,0.00,-1,-1,1198213640,0.00,-1,-1,1198222736,0.00,-1,-1,1198222736,0.00,-1,-1,1198222793,0.00,-1,-1,1198222793,0.00,-1,-1,1198233000,0.00,-1,-1,1198233000,0.00,-1,-1,1197808260,100.00,-1,-1,1197808260,100.00,-1,-1,1197809462,100.00,-1,-1,1197809462,100.00,-1,-1,483664,29.52,29.58,46,246141,3.77,3.77,
2026-01-27,17:42:19.399,2.00,1.50,100.00,0.00,0.00,1197154552,0.00,-1,-1,1197154552,0.00,-1,-1,1197145210,0.00,-1,-1,1197145210,0.00,-1,-1,1197145356,0.00,-1,-1,1197145356,0.00,-1,-1,1197135339,0.00,-1,-1,1197135339,0.00,-1,-1,1196667044,100.00,-1,-1,1196667044,100.00,-1,-1,1196665431,100.00,-1,-1,1196665431,100.00,-1,-1,482580,29.45,29.51,45,249121,3.81,3.82,
2026-01-27,17:42:20.399,2.00,1.50,100.00,0.00,0.00,1197182940,0.00,-1,-1,1197182940,0.00,-1,-1,1197182970,0.00,-1,-1,1197182970,0.00,-1,-1,1197182769,0.00,-1,-1,1197182769,0.00,-1,-1,1197183105,0.00,-1,-1,1197183105,0.00,-1,-1,1196773497,100.00,-1,-1,1196773497,100.00,-1,-1,1196774835,100.00,-1,-1,1196774835,100.00,-1,-1,484592,29.58,29.67,45,250736,3.84,3.85,
2026-01-27,17:42:21.399,2.00,1.50,100.00,0.00,0.00,1197043398,0.00,-1,-1,1197043398,0.00,-1,-1,1197043290,0.00,-1,-1,1197043290,0.00,-1,-1,1197050236,0.00,-1,-1,1197050236,0.00,-1,-1,1197057816,0.00,-1,-1,1197057816,0.00,-1,-1,1196632899,100.00,-1,-1,1196632899,100.00,-1,-1,1196634666,100.00,-1,-1,1196634666,100.00,-1,-1,483366,29.50,29.56,45,247001,3.78,3.79,
2026-01-27,17:42:22.399,2.00,1.50,100.00,0.00,0.00,1197153107,0.00,-1,-1,1197153107,0.00,-1,-1,1197153341,0.00,-1,-1,1197153341,0.00,-1,-1,1197146420,0.00,-1,-1,1197146420,0.00,-1,-1,1197138441,0.00,-1,-1,1197138441,0.00,-1,-1,1196727548,100.00,-1,-1,1196727548,100.00,-1,-1,1196726175,100.00,-1,-1,1196726175,100.00,-1,-1,483239,29.49,29.55,45,248022,3.79,3.80,
2026-01-27,17:42:23.400,2.00,1.51,100.00,0.00,0.00,1198156350,0.00,-1,-1,1198156350,0.00,-1,-1,1198155895,0.00,-1,-1,1198155895,0.00,-1,-1,1198155868,0.00,-1,-1,1198155868,0.00,-1,-1,1198155774,0.00,-1,-1,1198155774,0.00,-1,-1,1197778302,100.00,-1,-1,1197778302,100.00,-1,-1,1197779770,100.00,-1,-1,1197779770,100.00,-1,-1,482972,29.48,29.54,46,246250,3.77,3.78,
2026-01-27,17:42:24.400,2.00,1.50,100.00,0.00,0.00,1196798010,0.00,-1,-1,1196798010,0.00,-1,-1,1196798664,0.00,-1,-1,1196798664,0.00,-1,-1,1196798748,0.00,-1,-1,1196798748,0.00,-1,-1,1196798826,0.00,-1,-1,1196798826,0.00,-1,-1,1196421473,100.00,-1,-1,1196421473,100.00,-1,-1,1196422949,100.00,-1,-1,1196422949,100.00,-1,-1,483160,29.49,29.58,45,247385,3.78,3.80,
2026-01-27,17:42:25.400,2.00,1.50,100.00,0.00,0.00,1196956879,0.00,-1,-1,1196956879,0.00,-1,-1,1196956763,0.00,-1,-1,1196956763,0.00,-1,-1,1196956836,0.00,-1,-1,1196956836,0.00,-1,-1,1196956811,0.00,-1,-1,1196956811,0.00,-1,-1,1196527100,100.00,-1,-1,1196527100,100.00,-1,-1,1196526749,100.00,-1,-1,1196526749,100.00,-1,-1,483621,29.52,29.58,45,244751,3.74,3.75,
2026-01-27,17:42:26.400,2.00,1.51,100.00,0.00,0.00,1198097768,0.00,-1,-1,1198097768,0.00,-1,-1,1198097341,0.00,-1,-1,1198097341,0.00,-1,-1,1198097136,0.00,-1,-1,1198097136,0.00,-1,-1,1198097221,0.00,-1,-1,1198097221,0.00,-1,-1,1197718913,100.00,-1,-1,1197718913,100.00,-1,-1,1197719925,100.00,-1,-1,1197719925,100.00,-1,-1,483593,29.52,29.58,45,248289,3.80,3.81,
2026-01-27,17:42:27.400,2.00,1.50,100.00,0.00,0.00,1196902792,0.00,-1,-1,1196902792,0.00,-1,-1,1196910015,0.00,-1,-1,1196910015,0.00,-1,-1,1196917913,0.00,-1,-1,1196917913,0.00,-1,-1,1196927130,0.00,-1,-1,1196927130,0.00,-1,-1,1196491998,100.00,-1,-1,1196491998,100.00,-1,-1,1196494955,100.00,-1,-1,1196494955,100.00,-1,-1,482946,29.48,29.54,45,249140,3.81,3.82,
2026-01-27,17:42:28.400,2.00,1.50,100.00,0.00,0.00,1197136184,0.00,-1,-1,1197136184,0.00,-1,-1,1197129129,0.00,-1,-1,1197129129,0.00,-1,-1,1197121206,0.00,-1,-1,1197121206,0.00,-1,-1,1197111929,0.00,-1,-1,1197111929,0.00,-1,-1,1196730634,100.00,-1,-1,1196730634,100.00,-1,-1,1196731717,100.00,-1,-1,1196731717,100.00,-1,-1,483340,29.50,29.59,45,247483,3.79,3.80,
2026-01-27,17:42:29.400,2.00,1.51,100.00,0.00,0.00,1197181462,0.00,-1,-1,1197181462,0.00,-1,-1,1197181700,0.00,-1,-1,1197181700,0.00,-1,-1,1197181813,0.00,-1,-1,1197181813,0.00,-1,-1,1197182209,0.00,-1,-1,1197182209,0.00,-1,-1,1196798376,100.00,-1,-1,1196798376,100.00,-1,-1,1196803269,100.00,-1,-1,1196803269,100.00,-1,-1,482568,29.45,29.51,45,248642,3.80,3.81,
2026-01-27,17:42:30.400,2.00,1.50,100.00,0.00,0.00,1197169331,0.00,-1,-1,1197169331,0.00,-1,-1,1197169026,0.00,-1,-1,1197169026,0.00,-1,-1,1197168887,0.00,-1,-1,1197168887,0.00,-1,-1,1197168443,0.00,-1,-1,1197168443,0.00,-1,-1,1196791405,100.00,-1,-1,1196791405,100.00,-1,-1,1196792942,100.00,-1,-1,1196792942,100.00,-1,-1,483368,29.50,29.56,45,247317,3.78,3.79,
2026-01-27,17:42:31.401,2.00,1.50,100.00,0.00,0.00,1198101792,0.00,-1,-1,1198101792,0.00,-1,-1,1198102224,0.00,-1,-1,1198102224,0.00,-1,-1,1198102236,0.00,-1,-1,1198102236,0.00,-1,-1,1198102297,0.00,-1,-1,1198102297,0.00,-1,-1,1197724974,100.00,-1,-1,1197724974,100.00,-1,-1,1197726053,100.00,-1,-1,1197726053,100.00,-1,-1,483950,29.54,29.60,45,246429,3.77,3.78,
2026-01-27,17:42:32.401,2.00,1.50,100.00,0.00,0.00,1197018727,0.00,-1,-1,1197018727,0.00,-1,-1,1197018447,0.00,-1,-1,1197018447,0.00,-1,-1,1197018487,0.00,-1,-1,1197018487,0.00,-1,-1,1197018486,0.00,-1,-1,1197018486,0.00,-1,-1,1196609456,100.00,-1,-1,1196609456,100.00,-1,-1,1196609103,100.00,-1,-1,1196609103,100.00,-1,-1,483302,29.50,29.56,45,245076,3.75,3.76,
2026-01-27,17:42:33.402,2.00,1.50,100.00,0.00,0.00,1198360475,0.00,-1,-1,1198360475,0.00,-1,-1,1198360021,0.00,-1,-1,1198360021,0.00,-1,-1,1198360019,0.00,-1,-1,1198360019,0.00,-1,-1,1198360089,0.00,-1,-1,1198360089,0.00,-1,-1,1197982484,100.00,-1,-1,1197982484,100.00,-1,-1,1197983544,100.00,-1,-1,1197983544,100.00,-1,-1,483339,29.50,29.56,46,245590,3.76,3.77,
2026-01-27,17:42:34.402,2.00,1.50,100.00,0.00,0.00,1196997811,0.00,-1,-1,1196997811,0.00,-1,-1,1196998398,0.00,-1,-1,1196998398,0.00,-1,-1,1196998470,0.00,-1,-1,1196998470,0.00,-1,-1,1196998269,0.00,-1,-1,1196998269,0.00,-1,-1,1196616913,100.00,-1,-1,1196616913,100.00,-1,-1,1196616515,100.00,-1,-1,1196616515,100.00,-1,-1,482024,29.42,29.48,45,246263,3.77,3.78,
2026-01-27,17:42:35.402,2.00,1.50,100.00,0.00,0.00,1198103294,0.00,-1,-1,1198103294,0.00,-1,-1,1198130030,0.00,-1,-1,1198130030,0.00,-1,-1,1198130640,0.00,-1,-1,1198130640,0.00,-1,-1,1198130805,0.00,-1,-1,1198130805,0.00,-1,-1,1197725953,100.00,-1,-1,1197725953,100.00,-1,-1,1197726982,100.00,-1,-1,1197726982,100.00,-1,-1,483249,29.50,29.55,45,247946,3.79,3.80,
2026-01-27,17:42:36.402,2.00,1.50,100.00,0.00,0.00,1197045123,0.00,-1,-1,1197045123,0.00,-1,-1,1197028498,0.00,-1,-1,1197028498,0.00,-1,-1,1197034783,0.00,-1,-1,1197034783,0.00,-1,-1,1197070035,0.00,-1,-1,1197070035,0.00,-1,-1,1196636623,100.00,-1,-1,1196636623,100.00,-1,-1,1196638296,100.00,-1,-1,1196638296,100.00,-1,-1,482546,29.45,29.51,45,248686,3.80,3.81,
